price,surface,piece,rooms,bathroom,address,description,more_features_1_dict,more_features_2_dict,dict1,dict2,dict2.Ascenseur,dict2.Sécurité,dict2.Cuisine équipée,dict2.Four,dict2.Jardin,dict2.Terrasse,dict2.Garage,dict2.Piscine,dict2.Salon Marocain,dict2.Salon européen,dict2.Antenne parabolique,dict2.Chauffage central,dict2.Concierge,dict2.Cheminée,dict2.Climatisation,dict2.Double vitrage,dict2.Porte blindée,dict2.Réfrigérateur,dict2.Machine à laver,dict2.Micro-ondes,dict2.Chambre rangement,dict2.Façade extérieure,dict2.Vue sur mer,dict2.Meublé,dict1.Type de bien,dict1.Etat,dict1.État,dict1.Étage du bien,dict1.Standing,dict1.Livraison:,dict1.Etat du bien,dict1.Orientation,dict1.Type du sol,dict1.Surface habitable,dict1.Surface extérieure,dict1.Type de terrain,dict1.Constructibilité,dict1.Livraison,dict1.Statut du terrain
5 420 000 DH,306 m²,5 Pièces,,,Ain Diab Extension à Casablanca,"Très belle villa à vendre à Dar Bouazza
Bluelotus est un projet de villas jumelées offrant un cadre de vie idyllique, chaque villa combine élégance modernité et confort, tout en s’intégrant harmonieusement dans le paysage naturel.

ce projet comprend des propriétés modernes et élégantes avec des terrasses spacieuses, des piscines privées et des espaces de vie minutieusement conçus pour répondre aux besoins de chaque membre de la famille.

Chaque villa du projet comprend une piscine privée, des salons lumineux, des chambres avec salles de bains privatives et des espaces extérieurs conçus pour la détente et les loisirs, les superficies varient entre 329m2 et 457m2 en superficie terrain et 300m2 et 301m2 en superficie bâtie.

Situé à seulement 10 min du Morocco Mall, ce projet résidentiel à faible densité doté d'une conception favorisant l’éclosion de communautés de vie.

Les villas sont dotées d'une cuisine entièrement équipée, les chambres sont aménagées avec des placards intégrés, les revêtements de sol sont en marbre et parquet.

Les salles de bains sont conçues avec du sanitaire haut de gamme, des douches à l'italienne, et de la robinetterie de qualité supérieure. Les espaces de vie comprennent des murs peints en blanc mat, des spots luminaires encastrés pour un rendu raffiné et épuré.

Les extérieurs ont été conçus pour offrir une extension naturelle des espaces de vie, permettant de profiter pleinement des journées ensoleillées et des soirées douces dans un cadre privé et luxueux :

Espaces de détente et de promenade arborés.
Amphithéâtre pour les évènements organisés par les résidents.
Aires de jeux pour petits et grands.
Très beaux jardins signés Pascal lopez.
Equipements d’intérêt général : Salle de fitness, spa, hammam.

Venez explorer le projet Bluelotus et imprégnez vous de la tranquillité qui y règne, chaque détail a été pensé pour créer un espace où vous pourrez vous détendre et vous ressourcer dans un environnement paisible et luxuriant.

Programmez dès maintenant votre visite en appelant le 06 64 60 53 21.","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Terrasse': 'Terrasse', 'Piscine': 'Piscine'}","{'Type de bien': 'Villa', 'Etat': 'Nouveau', 'Standing': 'Haut standing', 'État': 'Finalisé'}","{'Terrasse': 'Terrasse', 'Piscine': 'Piscine'}",,,,,,Terrasse,,Piscine,,,,,,,,,,,,,,,,,Villa,Nouveau,Finalisé,,Haut standing,,,,,,,,,,
5 720 000 DH,369 m²,5 Pièces,4 Chambres,4 Salles de bains,Ain Diab Extension à Casablanca,"Somptueuse villa à vendre à Dar Bouazza
Bluelotus est un projet de villas jumelées offrant un cadre de vie idyllique, chaque villa combine élégance modernité et confort, tout en s’intégrant harmonieusement dans le paysage naturel.

ce projet comprend des propriétés modernes et élégantes avec des terrasses spacieuses, des piscines privées et des espaces de vie minutieusement conçus pour répondre aux besoins de chaque membre de la famille.

Chaque villa du projet comprend une piscine privée, des salons lumineux, des chambres avec salles de bains privatives et des espaces extérieurs conçus pour la détente et les loisirs.

Situé à seulement 10 min du Morocco Mall, ce projet résidentiel à faible densité doté d'une conception favorisant l’éclosion de communautés de vie.

Les villas sont dotées d'une cuisine entièrement équipée, les chambres sont aménagées avec des placards intégrés, les revêtements de sol sont en marbre et parquet.
Les salles de bains sont conçues avec du sanitaire haut de gamme, des douches à l'italienne, et de la robinetterie de qualité supérieure. Les espaces de vie comprennent des murs peints en blanc mat, des spots luminaires encastrés pour un rendu raffiné et épuré.


Les extérieurs ont été conçus pour offrir une extension naturelle des espaces de vie, permettant de profiter pleinement des journées ensoleillées et des soirées douces dans un cadre privé et luxueux :

Espaces de détente et de promenade arborés.
Amphithéâtre pour les évènements organisés par les résidents.
Aires de jeux pour petits et grands.
Très beaux jardins signés Pascal lopez.
Equipements d’intérêt général : Salle de fitness, spa, hammam.

Venez explorer le projet Bluelotus et imprégnez vous de la tranquillité qui y règne, chaque détail a été pensé pour créer un espace où vous pourrez vous détendre et vous ressourcer dans un environnement paisible et luxuriant.

Programmez dès maintenant votre visite en appelant le 06 64 60 53 21.","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nNouveau': 'Etat\nNouveau', 'Type du sol\nMarbre': 'Type du sol\nMarbre', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Terrasse': 'Terrasse', 'Piscine': 'Piscine'}","{'Type de bien': 'Villa', 'Etat': 'Nouveau', 'Type du sol': 'Marbre', 'Standing': 'Haut standing', 'État': 'Finalisé'}","{'Terrasse': 'Terrasse', 'Piscine': 'Piscine'}",,,,,,Terrasse,,Piscine,,,,,,,,,,,,,,,,,Villa,Nouveau,Finalisé,,Haut standing,,,,Marbre,,,,,,
816 000 DH,67 m²,3 Pièces,2 Chambres,2 Salles de bains,Oulfa à Casablanca,"Superbe appartement à vendre à Oulfa. Surface de 67 m²
Opportunité unique pour cet appartement à vendre. Prix 816 000 DH. 3 chambres, 2 salles de bains, 67 m². 4 pièces. Moins d'un an. Jardin et terrasse propices à la détente.

Venez découvrir cet appartement à vendre à Oulfa. Concierge. Résidence sécurisée.

Programmez dès maintenant votre visite pour cet appartement d'exception à Casablanca.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'Standing\nMoyen standing': 'Standing\nMoyen standing', 'État\nEn cours de construction': 'État\nEn cours de construction', 'Livraison:\njuin 2025': 'Livraison:\njuin 2025'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Concierge': 'Concierge', 'Sécurité': 'Sécurité'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Etat du bien': ""Moins d'un an"", 'Standing': 'Moyen standing', 'État': 'En cours de construction', 'Livraison:': 'juin 2025'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Concierge': 'Concierge', 'Sécurité': 'Sécurité'}",,Sécurité,,,Jardin,Terrasse,Garage,,,,,,Concierge,,,,,,,,,,,,Appartement,Nouveau,En cours de construction,,Moyen standing,juin 2025,Moins d'un an,,,,,,,,
1 700 000 DH,162 m²,5 Pièces,3 Chambres,3 Salles de bains,Les Hôpitaux à Casablanca,"Appartement de 162m² Quartier des hopitaux
Apt de 173 m² (dont 11m² de garage titré) , situé au 4ème étage avec une exposition sud-est, composé de:
- 2 chambres;
- une suite parente avec salle de bain
- deux autres salles de bain
- 2 salons
- 1 grande terrasse
- 2 balcons
- Place de garage titrée","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n20-30 ans': 'Etat du bien\n20-30 ans', 'Étage du bien\n4ème': 'Étage du bien\n4ème', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Meublé': 'Meublé', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Cuisine équipée': 'Cuisine équipée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '20-30 ans', 'Étage du bien': '4ème', 'Orientation': 'Sud', 'Type du sol': 'Carrelage'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Meublé': 'Meublé', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Cuisine équipée': 'Cuisine équipée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver'}",Ascenseur,,Cuisine équipée,Four,,Terrasse,Garage,,Salon Marocain,Salon européen,,,Concierge,,,,,Réfrigérateur,Machine à laver,,Chambre rangement,Façade extérieure,,Meublé,Appartement,Bon état,,4ème,,,20-30 ans,Sud,Carrelage,,,,,,
3 750 000 DH,175 m²,1 Pièce,1 Chambre,1 Salle de bain,Derb Koréa à Casablanca,"ساحة السراغنة. Immeuble à vendre
Affaire à saisir pour cet immeuble de 175 m² avec 4 étages à vendre. ساحة السراغنة
Situé au saht sraghna ساحة السراغنة
Immeuble qui fait le coin (2 facades )..
Magasin avec revenu locatif ( café)...
1 ER étage : espace ouvert sur toute la superficie du bien..
2 EME étage : espace ouvert sur toute la superficie..
3 EME étage : 2 appartements...
4 EME étage : 2 appartements...
Prix : 3.750 000 DH. , surface de 175 m².

Venez découvrir cet immeuble à vendre à Derb Koréa, Casablanca.","{'Type de bien\nMaison': 'Type de bien\nMaison', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}",{},"{'Type de bien': 'Maison', 'Etat': 'Bon état', 'Etat du bien': '10-20 ans', 'Type du sol': 'Carrelage'}",{},,,,,,,,,,,,,,,,,,,,,,,,,Maison,Bon état,,,,,10-20 ans,,Carrelage,,,,,,
9 250 000 DH,321 m²,1 Salle de bain,,,Oasis à Casablanca,"Vente magasin local commercial neuf
Vente directe par le propriétaire d’un magasin neuf (disponibilité immédiate) situé à Casablanca.
Ce local commercial jouit d’une grande visibilité, donnant sur une artère majeure celle du boulevard d’El Jadida à proximité du croisement avec le Boulevard Ghand (quartier Oasis)i.
Au RDC d'un immeuble plateaux-bureaux en R plus 5 sa superficie est de 321 m2 (Plancher 207 m2, Plancher soupente 114 m2).
Aussi, sa proximité de tous moyens de transport (tramway, grand taxi, plusieurs arrêts de bus) feront de l’affaire qui va s’y développer une belle notoriété sur Casablanca.
Pour plus d'infos veuillez téléphoner ou écrire un message émail pour fixer un RDV","{'Type de bien\nLocal commercial': 'Type de bien\nLocal commercial', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an""}",{},"{'Type de bien': 'Local commercial', 'Etat': 'Nouveau', 'Etat du bien': ""Moins d'un an""}",{},,,,,,,,,,,,,,,,,,,,,,,,,Local commercial,Nouveau,,,,,Moins d'un an,,,,,,,,
28 000 DH,349 m²,2 Salles de bains,,,Les Hôpitaux à Casablanca,"Ce restaurant est d'une cuisine international et Marocaine
Café restaurant situé dans le Quartier des Hôpitaux prend tout l'angle avec grande terrasse, des nouvelles tables et chaises et des nouveaux canapes au rez-de-chaussée,Tous est nouveaux dans le restaurant et dans la mezzanine.. Ce restaurant il est connu dans le coin et il travaille excellent il y'a a tout et une nouvelle cuisine entièrement équipée dont vous avez besoin pour gérer une entreprise prospère. , Rentrer et continuer travaller, . bail complet avec renouvellement tous les 3 ans a 2800 Dhs par mois .
le propriétaire souhaite vendre car n'habite pas à Casablanca","{'Type de bien\nLocal commercial': 'Type de bien\nLocal commercial', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}","{'Type de bien': 'Local commercial', 'Etat': 'Bon état', 'Etat du bien': '10-20 ans', 'Type du sol': 'Marbre'}","{'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}",,Sécurité,Cuisine équipée,,,,,,,,,Chauffage central,,,Climatisation,,,,,,,,,,Local commercial,Bon état,,,,,10-20 ans,,Marbre,,,,,,
2 000 000 DH,131 m²,4 Pièces,3 Chambres,2 Salles de bains,Les princesses à Casablanca,"Appartement a Vendre 131m²Q. Les Princesses Maarif
Je mets en vente un tres bel appartement de131m² dont 118m² Habitable 31m² de Garage et Box, situer dans une résidence très propre et bon voisinage au quartier les princesses maarif au 5ème étages, contien:
3 chambres, 1 salon, 2 balcons, 2 salle de bain, une grande cuisine, ascenseur et place au garage & box, pour plus d'info contacter nous merci.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n5-10 ans': 'Etat du bien\n5-10 ans', 'Étage du bien\n5ème': 'Étage du bien\n5ème', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '5-10 ans', 'Étage du bien': '5ème', 'Orientation': 'Sud', 'Type du sol': 'Marbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",Ascenseur,Sécurité,Cuisine équipée,Four,,Terrasse,Garage,,,,Antenne parabolique,,Concierge,,Climatisation,,,,,,Chambre rangement,,,,Appartement,Bon état,,5ème,,,5-10 ans,Sud,Marbre,,,,,,
9 500 DH,108 m²,2 Pièces,2 Chambres,2 Salles de bains,Aïn Sebaâ à Casablanca,"Appartements à Ain sebaa
Des appartements a vendre sur Ain sebaa Casablanca
ce sont des nouveaux appartements moyen standing près de toutes commodités
dispose parking et ascenseur
prix 9500dh/m2 légèrement négociable
superficie 108m2","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n3ème': 'Étage du bien\n3ème', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Etat du bien': '1-5 ans', 'Étage du bien': '3ème', 'Orientation': 'Sud', 'Type du sol': 'Marbre'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",Ascenseur,,Cuisine équipée,Four,,,Garage,,Salon Marocain,Salon européen,,,Concierge,,,,Porte blindée,,,,,Façade extérieure,,,Appartement,Nouveau,,3ème,,,1-5 ans,Sud,Marbre,,,,,,
1 590 000 DH,109 m²,4 Pièces,3 Chambres,2 Salles de bains,Les princesses à Casablanca,"Appartement HS à Casablanca Les Princesses
Appartement traversant, avec finition de qualité, de 109m2 composé de 3 chambres situé au 2ème étage de la résidence Espace Socrate en plein Maarif extension (Les princesses), au coin de la rue Socrate et Ibnou Katir. L'appartement est ensoleillé avec deux façades, l'une d'entre elle donne sur une cour intérieure avec un espace vert et offre ainsi une luminosité optimale.

L'appartement dispose

Composition :
- Salon avec salle à manger
- 3 chambres dont une suite parentale
- 2 salles de bain
- Cuisine avec buanderie
- Place de parking au garage réservée

Prix légèrement négociable.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n2ème': 'Étage du bien\n2ème', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Cuisine équipée': 'Cuisine équipée'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '10-20 ans', 'Étage du bien': '2ème', 'Orientation': 'Sud', 'Type du sol': 'Marbre'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Cuisine équipée': 'Cuisine équipée'}",Ascenseur,Sécurité,Cuisine équipée,,,,Garage,,,,,,,,Climatisation,Double vitrage,,,,,,,,,Appartement,Bon état,,2ème,,,10-20 ans,Sud,Marbre,,,,,,
2 200 000 DH,162 m²,5 Pièces,3 Chambres,2 Salles de bains,Lusitania à Casablanca,"Bel appartement sur boulevard Anfa auprès de l’institut americaine
Un magnifique appartement à la vente, situé sur Boulevard d'Anfa en face de l’hôtel Barcelo et à quelques pax de l’institut Américaine de Casablanca. Avec une surface de 162 mètres carrés, ce bien se trouve au 9ème étage seule à l’étage d'un immeuble de 10 étages. Avec trois façade l'orientation de ce bien vous garantit une luminosité optimale tout au long de la journée. La résidence fermée où se trouve le bien vous assure tranquillité et sécurité. De plus, vous bénéficierez d'un ascenseur, de balcons offrant une vue sur boulevard Anfa.

L'appartement se compose de :


- deux séjours
- 3 chambres à coucher
- Deux salle de bain
- Une cuisine semi équipée


Les frais de syndic mensuels s'élèvent à 250 MAD.

Ne manquez pas cette opportunité et contactez-nous dès maintenant pour organiser une visite de ce superbe appartement à Casablanca.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n20-30 ans': 'Etat du bien\n20-30 ans', 'Étage du bien\n9ème': 'Étage du bien\n9ème', 'Orientation\nOuest': 'Orientation\nOuest', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Terrasse': 'Terrasse', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver', 'Micro-ondes': 'Micro-ondes'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '20-30 ans', 'Étage du bien': '9ème', 'Orientation': 'Ouest', 'Type du sol': 'Carrelage'}","{'Terrasse': 'Terrasse', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver', 'Micro-ondes': 'Micro-ondes'}",Ascenseur,Sécurité,,Four,,Terrasse,,,Salon Marocain,Salon européen,Antenne parabolique,,Concierge,,,Double vitrage,Porte blindée,Réfrigérateur,Machine à laver,Micro-ondes,,,,,Appartement,Bon état,,9ème,,,20-30 ans,Ouest,Carrelage,,,,,,
1 500 000 DH,128 m²,7 Pièces,3 Chambres,2 Salles de bains,Maârif Extension à Casablanca,"Appartement à vendre 128m² Maarif extension Casablanca
Découvrez ce magnifique appartement de 128 m² situé a Maarif extension au 5ème et dernier étage, offrant un calme absolu et une luminosité exceptionnelle toute la journée grâce à ses deux façades et son absence de vis-à-vis avec une place au garage .

Caractéristiques principales :

Surface bien ensoleillée toute la journée
Grande terrasse d'angle, idéale pour profiter de l'extérieur en toute intimité
3 chambres
2 salles de bain
Salon chaleureux avec cheminée pour des moments de convivialité
Une grande cuisine équipée, prête à l'emploi


N'attendez plus pour découvrir ce bien d'exception .","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n5ème': 'Étage du bien\n5ème', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Façade extérieure': 'Façade extérieure', 'Cheminée': 'Cheminée', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '10-20 ans', 'Étage du bien': '5ème', 'Type du sol': 'Marbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Façade extérieure': 'Façade extérieure', 'Cheminée': 'Cheminée', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}",Ascenseur,Sécurité,Cuisine équipée,,,Terrasse,Garage,,,,,,,Cheminée,,,,,,,,Façade extérieure,,,Appartement,Bon état,,5ème,,,10-20 ans,,Marbre,,,,,,
6 500 000 DH,202 m²,2 Salles de bains,,,Bourgogne Ouest à Casablanca,"A vendre Fast Food AVENUE TANTAN
Nous proposons à la cession une entreprise spécialisée dans la restauration rapide (burgers) idéalement située sur l'avenue Tantan à Casablanca

Points Forts de l’Entreprise

Emplacement de choix - En plein cœur d'une zone dynamique, garantissant une visibilité optimale.

Clientèle fidèle - très reconnue sur le marché, cette enseigne bénéficie d'une clientèle régulière sans avoir besoin de marketing intensif.

Surface spacieuse - 204 m² avec un laboratoire à l’étage et place de parking en sous sol titré, permettant des projets d’expansion tels que l’ouverture à la franchise ou l’établissement de plusieurs points de vente.

Détails Techniques

Loyer mensuel - 25 000 DH TTC

Investissement initial - 4.5 millions DH

Chiffre d'affaires - Supérieur à 3.6 millions DH par an

Charges fixes - 79 555 DH par mois (comprenant assurance, comptabilité, eau, électricité, salaires, CNSS, loyer, etc.)

Aucune dette - Réputation excellente auprès des fournisseurs

Raison de cession - Problèmes de santé

Opportunité d’Achat

Cette cession concerne une SARL à associé unique. Vous aurez la possibilité d’acquérir la marque, offrant un projet clé en main, avec tout le matériel en place et une équipe opérationnelle prête à développer l’activité sur Casablanca et au niveau national.

Visites uniquement pour les personnes sérieuses. Intermédiaires s'abstenir.

Pour plus d’informations, merci de nous contacter directement. Ne manquez pas cette occasion d’investir dans un commerce prospère

Contact par MESSAGE WHATSAPP UNIQUEMENT","{'Type de bien\nLocal commercial': 'Type de bien\nLocal commercial', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Type du sol\nParquet': 'Type du sol\nParquet'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Cuisine équipée': 'Cuisine équipée'}","{'Type de bien': 'Local commercial', 'Etat': 'Bon état', 'Etat du bien': '1-5 ans', 'Type du sol': 'Parquet'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Cuisine équipée': 'Cuisine équipée'}",Ascenseur,Sécurité,Cuisine équipée,,,,Garage,,,,,Chauffage central,Concierge,,Climatisation,Double vitrage,,,,,Chambre rangement,,,,Local commercial,Bon état,,,,,1-5 ans,,Parquet,,,,,,
1 120 000 DH,105 m²,4 Pièces,3 Chambres,2 Salles de bains,Oulfa à Casablanca,"Bel appartement à vendre à Oulfa. 3 belles chambres
Faites une belle affaire en achetant cet appartement. Prix 1 120 000 DH. 3 chambres, 2 salles de bains, surface 105 m². 4 pièces lumineuses. Nouveau. Revêtement: Marbre. et terrasse. Dispose également d'un ascenseur et d'un garage.

Venez découvrir cet appartement à vendre à Oulfa. Cuisine bien équipée. Prestation de conciergerie.

Contactez-nous si vous êtes intéressé par cet appartement à Casablanca. Résidence sécurisée.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Type du sol\nMarbre': 'Type du sol\nMarbre', 'Standing\nMoyen standing': 'Standing\nMoyen standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Type du sol': 'Marbre', 'Standing': 'Moyen standing', 'État': 'Finalisé'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}",Ascenseur,Sécurité,Cuisine équipée,,Jardin,Terrasse,Garage,,,,,,Concierge,,,,,,,,,,,,Appartement,Nouveau,Finalisé,,Moyen standing,,,,Marbre,,,,,,
